id,id_sent,message,viewed,id_recieved,stories,event_datetime
374,920,I'm just using my outside voice.,0,71,,2022-10-28 00:00:31
375,713,,,,Why did the tomato turn red? Because it saw the salad dressing!,2023-01-23 05:09:16
376,600,then skydiving isn't for you.,0,752,,2022-11-16 10:29:23
377,996,Why do we park in a driveway and drive on a parkway?,1,209,,2022-12-18 08:50:24
378,508,If money doesn't grow on trees,1,605,,2022-04-07 00:20:07
379,636,,,,Why don't skeletons fight each other? They don't have the guts!,2022-06-20 18:53:26
380,872,,,,Why did the coffee file a police report? It got mugged!,2022-05-04 09:43:02
381,663,I'm not fat,1,879,,2022-12-24 20:35:05
382,326,I'm not arguing,1,109,,2022-11-01 18:14:17
383,853,I'm just on energy-saving mode.,1,180,,2022-03-14 09:46:15
384,962,I'm not arguing,1,678,,2022-08-07 19:17:32
385,913,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-10-29 17:38:18
386,655,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-12-06 04:19:02
387,292,I'm just on my own timezone.,1,888,,2022-04-30 01:57:58
388,531,,,,What do you call an alligator in a vest? An investigator!,2022-08-21 10:54:00
389,992,,,,What do you call an alligator in a vest? An investigator!,2022-04-26 09:32:39
390,874,,,,What did the grape say when it got stepped on? Nothing,2022-08-27 04:52:57
391,306,I'm just concentrated awesome!,1,451,,2022-11-15 21:56:54
392,332,I'm not lazy,0,145,,2022-05-07 03:07:51
393,760,I'm just limited edition.,0,638,,2022-10-24 18:01:42
394,679,I'm not arguing,1,374,,2022-06-07 09:02:40
395,734,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-12-26 19:46:51
396,64,,,,Why don't scientists trust atoms? Because they make up everything!,2022-07-07 01:21:08
397,633,Why do they call it rush hour when nothing moves?,1,978,,2022-05-28 22:55:57
398,20,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-06-02 08:33:05
399,312,Why do they call it rush hour when nothing moves?,1,122,,2022-03-06 06:44:24
400,359,Why do we park in a driveway and drive on a parkway?,0,867,,2023-02-16 07:15:56
401,994,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-07-28 01:06:29
402,384,I'm just concentrated awesome!,1,315,,2022-10-15 14:02:53
403,747,,,,it just let out a little wine!,2023-01-13 14:48:29
404,118,then skydiving isn't for you.,1,972,,2022-07-28 16:00:28
405,191,I'm not lazy,0,477,,2022-10-20 09:19:43
406,995,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-08-31 02:13:33
407,147,Why do we park in a driveway and drive on a parkway?,0,952,,2022-02-21 20:12:33
408,834,Why do we park in a driveway and drive on a parkway?,0,669,,2022-10-22 21:07:16
409,450,I'm just on my own timezone.,1,503,,2022-05-07 07:38:33
410,325,I'm not lazy,0,549,,2022-09-15 08:02:18
411,114,,,,Why did the coffee file a police report? It got mugged!,2022-04-12 20:38:35
412,154,I'm just explaining why I'm right.,1,555,,2022-05-02 04:50:19
413,707,I'm just limited edition.,1,554,,2022-08-07 19:27:33
414,109,Why do they call it rush hour when nothing moves?,1,374,,2022-04-09 22:51:23
415,881,then skydiving isn't for you.,1,690,,2022-12-24 12:10:19
416,198,I'm not fat,1,332,,2022-04-25 12:04:26
417,586,,,,Why don't scientists trust atoms? Because they make up everything!,2022-12-28 18:59:17
418,192,then why do banks have branches?,1,979,,2022-12-26 18:24:19
419,311,I'm just taking the floor for a hug!,0,648,,2022-06-19 06:22:07
420,876,If at first you don't succeed,1,839,,2022-02-23 18:29:22
421,631,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-07-23 15:57:34
422,376,I'm not late,0,607,,2023-01-21 15:22:03
423,289,,,,Why did the coffee file a police report? It got mugged!,2023-01-31 21:13:14
424,233,I'm not arguing,0,889,,2022-05-06 06:41:14
425,385,,,,Why did the chicken cross the playground? To get to the other slide!,2022-08-20 23:04:23
426,810,I'm just explaining why I'm right.,1,640,,2022-09-25 11:40:56
427,319,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-06-07 17:58:16
428,159,,,,Why don't skeletons fight each other? They don't have the guts!,2022-05-23 13:31:57
429,432,,,,What do you call an alligator in a vest? An investigator!,2022-09-01 18:30:18
430,356,,,,Why did the coffee file a police report? It got mugged!,2022-08-31 09:58:31
431,128,,,,What do you call an alligator in a vest? An investigator!,2022-07-17 02:23:41
432,555,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-10-19 22:14:23
433,368,,,,it just let out a little wine!,2023-01-27 12:49:27
434,641,I'm just easier to see!,0,224,,2022-04-28 21:46:58
435,837,,,,What did the grape say when it got stepped on? Nothing,2022-05-26 17:40:32
436,399,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-02-28 03:34:44
437,764,,,,Why did the chicken cross the playground? To get to the other slide!,2022-05-07 16:34:12
438,603,,,,Why did the chicken cross the playground? To get to the other slide!,2022-05-04 04:32:58
439,275,then why do banks have branches?,0,927,,2022-04-19 05:02:12
440,138,,,,Why don't skeletons fight each other? They don't have the guts!,2022-09-29 17:54:49
441,857,I'm just limited edition.,0,417,,2022-02-26 08:05:03
442,451,,,,it just let out a little wine!,2022-07-16 16:57:15
443,160,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-04-28 01:03:27
444,243,,,,Why did the chicken cross the playground? To get to the other slide!,2023-01-11 01:35:23
445,334,I'm not clumsy,1,518,,2022-08-30 11:47:11
446,916,,,,Why did the tomato turn red? Because it saw the salad dressing!,2023-01-17 14:08:39
447,194,I'm not lazy,0,705,,2022-10-28 00:20:59
448,13,I'm just explaining why I'm right.,0,696,,2022-03-12 01:07:25
449,268,I'm just on my own timezone.,1,919,,2022-06-09 21:19:14
450,890,If money doesn't grow on trees,0,637,,2022-11-18 15:16:11
451,989,I'm just taking the floor for a hug!,1,948,,2022-11-02 20:09:33
452,5,I'm just conserving energy.,0,506,,2022-12-14 02:02:10
453,357,Why do we park in a driveway and drive on a parkway?,0,64,,2023-02-15 16:53:14
454,990,I'm just easier to see!,0,951,,2022-05-26 01:29:35
455,117,,,,Why don't skeletons fight each other? They don't have the guts!,2022-02-27 09:14:05
456,21,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-03-11 08:40:18
457,675,Why do we say heads up when we actually duck?,1,139,,2022-09-06 15:29:05
458,672,I'm not late,0,829,,2022-12-01 03:19:18
459,804,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-11-01 10:51:38
460,591,,,,Why did the coffee file a police report? It got mugged!,2022-07-04 11:16:03
461,342,then skydiving isn't for you.,1,728,,2022-10-13 11:51:17
462,418,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-09-25 07:52:37
463,203,,,,Why did the coffee file a police report? It got mugged!,2022-10-04 05:28:12
464,278,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-12-09 06:31:01
465,225,Why do we say heads up when we actually duck?,0,172,,2022-09-02 04:18:59
466,620,,,,it just let out a little wine!,2022-02-27 14:12:55
467,602,I'm just using my outside voice.,0,511,,2022-09-04 00:02:10
468,951,I'm just limited edition.,0,819,,2022-12-21 13:47:44
469,720,,,,What did the grape say when it got stepped on? Nothing,2022-08-15 04:44:52
470,134,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-05-29 12:42:09
471,913,I'm not late,0,461,,2022-06-15 22:04:38
472,679,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2023-02-03 11:45:37
473,936,then why do banks have branches?,1,70,,2022-07-14 07:25:07
474,232,I'm not lazy,1,78,,2022-05-13 20:03:24
475,79,I'm just taking the floor for a hug!,1,885,,2022-12-04 18:28:22
476,133,I'm just using my outside voice.,1,971,,2022-09-03 07:25:59
477,997,,,,What do you call an alligator in a vest? An investigator!,2023-02-14 12:36:22
478,32,,,,Why don't scientists trust atoms? Because they make up everything!,2022-06-06 13:38:42
479,527,I'm just conserving energy.,0,800,,2022-02-17 12:54:12
480,242,Why do we say heads up when we actually duck?,1,298,,2022-08-27 12:25:43
481,421,,,,it just let out a little wine!,2022-05-03 11:26:44
482,410,,,,What did the grape say when it got stepped on? Nothing,2022-11-10 12:39:05
483,855,I'm not weird,1,234,,2022-11-18 21:36:28
484,762,I'm just conserving energy.,0,744,,2022-10-14 23:14:57
485,546,,,,Why did the coffee file a police report? It got mugged!,2022-09-06 11:38:59
486,744,,,,What did the grape say when it got stepped on? Nothing,2023-01-02 13:14:43
487,80,,,,it just let out a little wine!,2022-11-16 07:03:45
488,868,,,,Why did the coffee file a police report? It got mugged!,2022-02-25 01:15:08
489,738,I'm not lazy,0,739,,2022-10-03 22:12:54
490,428,,,,Why don't scientists trust atoms? Because they make up everything!,2023-02-13 02:07:26
491,865,,,,What do you call an alligator in a vest? An investigator!,2022-10-27 02:27:40
492,481,I'm just taking the floor for a hug!,1,897,,2022-07-28 03:38:08
493,99,Why do we park in a driveway and drive on a parkway?,1,840,,2022-03-11 01:21:12
494,377,I'm not weird,1,971,,2022-07-09 09:34:41
495,851,,,,Why don't skeletons fight each other? They don't have the guts!,2022-10-16 18:32:57
496,472,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-07-22 21:18:50
497,297,I'm just limited edition.,1,192,,2023-01-03 09:46:47
498,675,I'm just conserving energy.,1,703,,2022-05-17 12:55:58
499,649,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-05-10 21:44:31
500,270,I'm not lazy,0,494,,2022-09-12 21:18:51
501,362,I'm not arguing,0,719,,2022-05-03 06:41:25
502,723,I'm just conserving energy.,1,104,,2022-05-23 14:39:21
503,807,I'm just explaining why I'm right.,0,297,,2022-12-28 08:35:51
504,254,I'm not short,1,717,,2022-06-09 21:59:50
505,397,I'm not lazy,0,872,,2022-05-30 18:55:01
506,813,I'm not lazy,1,315,,2022-12-24 08:27:15
507,300,,,,Why did the chicken cross the playground? To get to the other slide!,2022-12-28 21:19:17
508,739,Why do we say heads up when we actually duck?,0,770,,2022-03-25 06:07:26
509,483,,,,Why did the coffee file a police report? It got mugged!,2022-09-14 15:51:44
510,584,,,,Why did the coffee file a police report? It got mugged!,2022-10-05 22:49:14
511,910,I'm just using my outside voice.,1,860,,2022-03-28 17:15:09
512,105,I'm not late,1,342,,2022-07-30 03:36:04
513,348,,,,What do you get when you cross a snowman and a shark? Frostbite!,2023-01-31 11:44:36
514,744,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-07-16 17:43:22
515,288,I'm not short,1,562,,2022-04-04 04:40:21
516,827,,,,What do you call an alligator in a vest? An investigator!,2022-03-01 09:52:58
517,427,Why do they put locks on the doors of 24-hour stores?,1,765,,2022-08-30 17:18:32
518,2,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-07-17 14:56:10
519,140,,,,Why don't skeletons fight each other? They don't have the guts!,2022-02-16 12:00:18
520,649,,,,Why did the coffee file a police report? It got mugged!,2022-09-17 22:16:32
521,372,I'm just easier to see!,0,569,,2022-07-08 10:01:37
522,713,I'm just concentrated awesome!,1,860,,2022-05-28 20:14:56
523,759,I'm just on my own timezone.,0,312,,2023-01-27 04:28:46
524,886,,,,Why did the chicken cross the playground? To get to the other slide!,2022-07-30 02:16:00
525,335,I'm not arguing,1,616,,2022-11-26 20:50:16
526,940,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-11-11 12:40:59
527,553,Why do they call it rush hour when nothing moves?,1,272,,2023-01-22 20:17:11
528,342,If money doesn't grow on trees,1,578,,2022-07-13 13:01:37
529,467,Why do they put locks on the doors of 24-hour stores?,1,351,,2022-09-10 18:11:19
530,386,,,,Why did the tomato turn red? Because it saw the salad dressing!,2023-01-19 06:15:06
531,29,,,,Why did the chicken cross the playground? To get to the other slide!,2023-01-26 23:44:18
532,76,I'm just concentrated awesome!,0,747,,2022-10-29 19:57:26
533,913,,,,What did the grape say when it got stepped on? Nothing,2022-08-13 18:41:22
534,717,I'm not late,1,629,,2023-01-17 20:06:42
535,627,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-03-16 08:34:19
536,614,I'm just on energy-saving mode.,0,952,,2022-02-16 10:19:19
537,716,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-11-01 15:45:05
538,967,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-10-09 04:35:55
539,565,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-05-15 13:27:59
540,453,,,,Why don't scientists trust atoms? Because they make up everything!,2022-10-01 19:23:05
541,39,I'm just on my own timezone.,1,436,,2022-05-16 02:14:19
542,510,I'm not arguing,0,776,,2022-06-16 17:55:36
543,359,I'm just explaining why I'm right.,0,456,,2023-02-17 15:52:06
544,713,,,,Why did the coffee file a police report? It got mugged!,2022-10-10 13:54:37
545,489,Why do we park in a driveway and drive on a parkway?,1,599,,2022-09-04 09:08:21
546,761,I'm just taking the floor for a hug!,0,834,,2022-07-06 13:25:29
547,217,I'm not clumsy,1,455,,2022-10-02 11:23:49
548,903,I'm just on my own timezone.,0,54,,2022-05-25 06:27:07
549,224,,,,Why did the chicken cross the playground? To get to the other slide!,2023-02-18 05:00:57
550,128,I'm not arguing,0,423,,2022-04-23 08:03:00
551,691,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-11-25 21:59:29
552,196,I'm just on energy-saving mode.,1,46,,2022-07-04 03:14:31
553,289,,,,Why did the chicken cross the playground? To get to the other slide!,2022-08-28 09:42:00
554,938,then why do banks have branches?,0,472,,2022-03-04 19:47:37
555,505,Why do they call it rush hour when nothing moves?,1,237,,2022-09-05 23:01:03
556,440,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-12-30 19:36:01
557,563,I'm just limited edition.,0,469,,2022-07-09 20:12:02
558,719,I'm not lazy,0,929,,2022-12-12 12:04:38
559,412,Why do they put locks on the doors of 24-hour stores?,1,238,,2023-01-26 03:03:49
560,113,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-09-13 06:17:40
561,773,I'm not late,0,252,,2022-03-21 22:50:59
562,703,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-10-02 11:02:44
563,338,I'm not lazy,0,709,,2022-03-31 07:39:39
564,113,,,,it just let out a little wine!,2022-09-25 23:15:56
565,969,,,,Why don't scientists trust atoms? Because they make up everything!,2022-06-09 21:35:09
566,960,I'm not fat,0,343,,2022-10-31 18:38:46
567,639,I'm just limited edition.,0,986,,2022-12-11 00:36:40
568,591,,,,Why don't skeletons fight each other? They don't have the guts!,2022-09-28 15:20:27
569,115,,,,Why don't skeletons fight each other? They don't have the guts!,2022-08-06 04:34:06
570,716,I'm not arguing,0,577,,2022-11-15 11:06:03
571,338,,,,What did the grape say when it got stepped on? Nothing,2022-11-21 07:29:34
572,627,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-09-28 03:02:34
573,789,,,,Why don't scientists trust atoms? Because they make up everything!,2022-08-10 15:33:39
574,610,If money doesn't grow on trees,0,785,,2022-11-14 08:26:19
575,798,If at first you don't succeed,1,526,,2022-06-23 04:48:19
576,675,,,,Why don't skeletons fight each other? They don't have the guts!,2022-07-03 05:23:41
577,133,I'm just easier to see!,0,207,,2022-02-24 04:06:06
578,573,,,,Why did the coffee file a police report? It got mugged!,2022-05-19 07:22:54
579,337,,,,Why did the chicken cross the playground? To get to the other slide!,2022-07-28 08:46:38
580,859,,,,What do you call an alligator in a vest? An investigator!,2022-12-24 09:28:03
581,661,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-05-16 18:14:06
582,890,,,,it just let out a little wine!,2022-04-04 14:06:57
583,609,I'm just taking the floor for a hug!,1,371,,2023-02-06 06:13:03
584,245,,,,Why did the coffee file a police report? It got mugged!,2022-05-03 10:07:59
585,99,I'm just on my own timezone.,1,553,,2022-09-26 04:15:44
586,471,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2023-01-22 10:39:45
587,684,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-09-19 08:08:15
588,545,I'm not lazy,1,1000,,2023-01-18 23:18:13
589,451,,,,it just let out a little wine!,2022-07-17 19:50:31
590,127,Why do we park in a driveway and drive on a parkway?,1,42,,2022-10-25 10:24:55
591,71,I'm not weird,1,66,,2022-04-01 21:28:05
592,961,I'm not arguing,1,785,,2023-01-18 04:29:32
593,172,I'm just on my own timezone.,0,28,,2022-06-08 11:51:16
594,619,Why do we say heads up when we actually duck?,1,90,,2022-05-22 20:06:30
595,716,,,,What do you call an alligator in a vest? An investigator!,2022-02-17 16:02:07
596,866,I'm just explaining why I'm right.,1,767,,2022-12-27 05:14:42
597,926,Why do they put locks on the doors of 24-hour stores?,1,384,,2022-10-07 01:27:13
598,504,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-08-24 08:17:23
599,703,If at first you don't succeed,0,477,,2022-03-17 04:28:54
600,979,,,,What do you call an alligator in a vest? An investigator!,2022-03-24 21:27:31
601,960,I'm not lazy,0,910,,2023-01-06 06:02:25
602,7,I'm not lazy,1,93,,2022-06-01 18:15:13
603,810,,,,Why don't skeletons fight each other? They don't have the guts!,2022-08-17 16:33:39
604,6,,,,Why don't skeletons fight each other? They don't have the guts!,2022-05-26 02:08:37
605,149,,,,What do you call an alligator in a vest? An investigator!,2022-11-30 20:31:15
606,111,Why do they call it rush hour when nothing moves?,1,286,,2022-08-26 10:24:46
607,892,I'm not lazy,1,964,,2022-05-23 09:02:37
608,966,I'm not clumsy,1,625,,2022-06-04 12:25:01
609,904,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-04-10 17:24:41
610,123,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-10-19 13:42:09
611,194,,,,Why don't scientists trust atoms? Because they make up everything!,2022-06-17 21:36:38
612,51,If money doesn't grow on trees,0,564,,2022-07-16 05:20:31
613,407,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-09-10 09:00:56
614,234,,,,What do you get when you cross a snowman and a shark? Frostbite!,2023-01-13 14:43:35
615,600,,,,it just let out a little wine!,2022-04-14 12:20:15
616,468,,,,Why did the chicken cross the playground? To get to the other slide!,2022-03-13 05:31:19
617,546,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-08-06 16:44:43
618,379,I'm just concentrated awesome!,0,42,,2022-08-09 04:46:33
619,691,,,,Why did the chicken cross the playground? To get to the other slide!,2022-12-20 00:13:43
620,878,Why do they put locks on the doors of 24-hour stores?,1,127,,2023-01-26 16:13:42
621,992,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-10-14 13:05:22
622,989,Why do they put locks on the doors of 24-hour stores?,0,899,,2022-03-23 18:38:01
623,296,I'm just easier to see!,0,798,,2022-12-18 13:30:54
624,354,If at first you don't succeed,0,777,,2022-11-30 13:31:35
625,571,I'm not lazy,0,581,,2022-08-22 05:23:47
626,450,If money doesn't grow on trees,0,809,,2022-04-22 11:20:14
627,458,,,,Why don't skeletons fight each other? They don't have the guts!,2022-08-24 19:59:09
628,784,I'm not short,1,707,,2022-10-29 18:16:29
629,144,I'm just explaining why I'm right.,0,690,,2022-12-12 07:05:17
630,703,then why do banks have branches?,1,302,,2022-10-08 08:11:42
631,78,If at first you don't succeed,1,789,,2022-03-07 06:12:26
632,685,then why do banks have branches?,1,19,,2022-06-04 18:09:47
633,912,,,,it just let out a little wine!,2022-04-09 20:16:48
634,84,I'm not clumsy,0,924,,2022-07-05 23:07:38
635,116,Why do we say heads up when we actually duck?,1,769,,2022-07-16 16:54:42
636,67,I'm not arguing,1,219,,2022-03-13 12:42:26
637,504,I'm not clumsy,1,213,,2022-09-09 12:51:22
638,777,I'm not lazy,1,734,,2022-12-19 00:38:49
639,181,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-05-11 07:26:31
640,245,I'm not lazy,0,319,,2023-02-04 02:08:58
641,582,I'm just on my own timezone.,1,669,,2023-01-29 12:05:40
642,836,,,,What do you call an alligator in a vest? An investigator!,2022-03-08 04:34:16
643,236,,,,it just let out a little wine!,2022-04-23 01:39:00
644,916,I'm not lazy,1,620,,2023-02-11 23:47:01
645,131,Why do we park in a driveway and drive on a parkway?,0,992,,2022-10-29 07:25:54
646,884,I'm not clumsy,1,739,,2022-07-21 00:50:28
647,600,then skydiving isn't for you.,1,655,,2022-07-14 16:49:21
648,141,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-05-27 09:53:19
649,485,then why do banks have branches?,0,387,,2022-03-26 07:35:29
650,718,I'm not lazy,1,331,,2022-02-26 14:51:34
651,613,I'm not short,0,148,,2022-10-19 04:46:47
652,223,If money doesn't grow on trees,0,4,,2022-10-07 12:23:55
653,737,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-07-22 08:16:33
654,102,I'm just on my own timezone.,0,71,,2022-10-03 17:27:17
655,399,then skydiving isn't for you.,1,790,,2022-09-12 17:00:14
656,294,I'm not arguing,1,556,,2022-10-28 21:06:01
657,596,Why do we park in a driveway and drive on a parkway?,1,364,,2022-04-04 04:02:15
658,632,I'm not lazy,0,683,,2022-05-16 16:18:39
659,743,,,,Why did the coffee file a police report? It got mugged!,2022-09-20 05:36:35
660,317,,,,What did the grape say when it got stepped on? Nothing,2023-01-25 09:11:34
661,646,I'm just explaining why I'm right.,0,974,,2022-09-01 01:54:22
662,162,I'm just easier to see!,1,69,,2022-11-15 13:52:27
663,813,I'm just easier to see!,1,271,,2022-10-20 16:13:45
664,433,I'm not short,1,41,,2022-10-26 00:43:21
665,877,I'm just on my own timezone.,0,674,,2022-04-19 15:31:39
666,813,I'm just explaining why I'm right.,1,256,,2022-04-23 04:32:40
667,913,,,,What did the grape say when it got stepped on? Nothing,2022-09-16 03:59:24
668,812,,,,Why don't scientists trust atoms? Because they make up everything!,2022-05-13 06:01:27
669,865,I'm just concentrated awesome!,1,380,,2022-07-11 13:25:45
670,309,I'm just taking the floor for a hug!,0,274,,2022-12-21 19:46:23
671,249,,,,What do you call an alligator in a vest? An investigator!,2022-03-02 00:10:14
672,681,,,,it just let out a little wine!,2022-07-02 14:36:15
673,336,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-12-07 04:26:39
674,51,I'm just conserving energy.,1,821,,2022-11-12 09:29:16
675,21,I'm not short,1,576,,2022-03-12 16:39:39
676,91,,,,Why did the chicken cross the playground? To get to the other slide!,2022-06-24 03:55:56
677,254,,,,Why did the coffee file a police report? It got mugged!,2023-02-04 11:18:52
678,307,,,,Why did the chicken cross the playground? To get to the other slide!,2022-06-22 03:59:31
679,135,,,,Why did the coffee file a police report? It got mugged!,2022-05-19 10:44:43
680,339,,,,What do you call an alligator in a vest? An investigator!,2022-12-25 14:56:19
681,269,,,,Why did the coffee file a police report? It got mugged!,2022-05-19 19:11:06
682,96,I'm just easier to see!,1,273,,2022-05-22 06:42:46
683,694,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-06-20 22:53:19
684,877,,,,What do you call an alligator in a vest? An investigator!,2022-04-28 06:46:30
685,467,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-11-27 11:45:28
686,552,I'm not clumsy,1,740,,2022-11-20 08:56:28
687,71,,,,What do you call an alligator in a vest? An investigator!,2022-07-15 03:24:08
688,924,I'm just conserving energy.,1,612,,2023-01-02 05:07:38
689,456,,,,Why did the coffee file a police report? It got mugged!,2022-12-31 00:48:14
690,441,I'm not late,0,655,,2022-08-21 16:59:04
691,149,,,,Why did the chicken cross the playground? To get to the other slide!,2022-07-23 06:54:26
692,480,I'm just using my outside voice.,1,137,,2022-07-21 17:10:52
693,242,I'm just on energy-saving mode.,1,380,,2022-12-25 23:34:53
694,590,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-08-19 01:14:36
695,263,,,,Why don't skeletons fight each other? They don't have the guts!,2022-10-03 08:55:51
696,854,,,,Why did the coffee file a police report? It got mugged!,2022-05-11 17:49:48
697,192,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-09-25 12:21:28
698,546,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-04-13 22:16:40
699,615,Why do they call it rush hour when nothing moves?,1,630,,2022-02-19 16:52:11
700,227,If at first you don't succeed,1,926,,2022-04-18 15:16:41
701,816,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-10-21 23:37:31
702,87,I'm not arguing,1,177,,2022-10-25 09:45:30
703,534,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-04-19 07:05:21
704,365,,,,Why did the coffee file a police report? It got mugged!,2022-05-07 13:20:15
705,385,I'm not arguing,0,383,,2022-10-09 12:30:48
706,598,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-03-05 08:50:57
707,336,,,,it just let out a little wine!,2022-11-17 23:54:23
708,383,I'm just on my own timezone.,0,163,,2022-07-04 08:50:29
709,575,,,,What did the grape say when it got stepped on? Nothing,2022-12-10 06:37:22
710,663,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-10-30 00:41:50
711,640,,,,What did the grape say when it got stepped on? Nothing,2022-06-18 15:14:22
712,931,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-11-21 07:40:52
713,515,,,,Why did the tomato turn red? Because it saw the salad dressing!,2023-02-22 08:28:45
714,961,,,,What do you get when you cross a snowman and a shark? Frostbite!,2023-02-22 11:02:31
715,478,,,,What do you get when you cross a snowman and a shark? Frostbite!,2023-01-08 16:26:09
716,203,,,,Why did the coffee file a police report? It got mugged!,2023-01-29 06:06:43
717,531,,,,Why don't skeletons fight each other? They don't have the guts!,2022-12-05 15:50:32
718,796,I'm just taking the floor for a hug!,0,391,,2022-05-06 00:38:04
719,727,Why do we say heads up when we actually duck?,1,737,,2022-08-20 01:16:09
720,158,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-11-01 21:33:47
721,144,,,,What do you get when you cross a snowman and a shark? Frostbite!,2022-09-02 01:13:21
722,170,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-06-08 16:33:13
723,973,Why do they call it rush hour when nothing moves?,0,236,,2022-03-21 11:12:22
724,807,I'm not weird,1,852,,2022-08-28 19:18:28
725,846,I'm not arguing,1,704,,2022-05-07 04:34:12
726,939,,,,What did the grape say when it got stepped on? Nothing,2022-03-21 15:45:09
727,927,,,,Why couldn't the bicycle stand up by itself? Because it was two-tired!,2022-05-15 23:26:09
728,978,,,,Why did the tomato turn red? Because it saw the salad dressing!,2022-10-20 10:42:19
729,447,I'm just on my own timezone.,0,443,,2022-05-04 12:10:58
730,979,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-09-21 16:15:14
731,697,Why do we park in a driveway and drive on a parkway?,0,231,,2022-10-09 09:55:31
732,53,I'm just concentrated awesome!,1,524,,2022-10-06 08:52:10
733,570,I'm not lazy,1,827,,2022-10-28 08:44:53
734,951,,,,What do you call an alligator in a vest? An investigator!,2022-08-20 20:52:12
735,723,I'm just conserving energy.,0,181,,2023-01-20 23:50:49
736,838,I'm just concentrated awesome!,1,171,,2022-03-20 03:04:34
737,160,I'm just concentrated awesome!,0,280,,2022-12-14 15:20:45
738,43,Why do they put locks on the doors of 24-hour stores?,0,138,,2022-08-13 09:38:38
739,228,,,,I told my wife she was drawing her eyebrows too high. She looked surprised.,2022-10-01 15:41:56
740,31,,,,What did the grape say when it got stepped on? Nothing,2022-08-06 20:04:58
741,721,I'm just easier to see!,1,544,,2022-09-17 16:09:26
742,124,,,,Why don't skeletons fight each other? They don't have the guts!,2022-05-22 06:03:52
743,967,,,,Why don't skeletons fight each other? They don't have the guts!,2022-12-26 10:36:11
744,121,,,,Why don't skeletons fight each other? They don't have the guts!,2022-08-04 21:49:33
745,542,I'm not late,0,798,,2022-06-15 04:26:25
746,692,I'm not lazy,1,363,,2023-02-04 02:12:36
